Year,State,AER.Fuel.Type.Code,Net.Generation.MWh,Lat,Long
2006,AL,HYC,7251786,32.688053,-86.810585
2006,AL,WND,0,32.688053,-86.810585
2006,AL,NUC,31911096,32.688053,-86.810585
2006,AL,ORW,15515,32.688053,-86.810585
2006,AL,OTH,20933,32.688053,-86.810585
2006,AL,WWW,3865010,32.688053,-86.810585
2006,AR,HPS,14719,34.755883,-92.640559
2006,AR,HYC,1550558,34.755883,-92.640559
2006,AR,WND,0,34.755883,-92.640559
2006,AR,NUC,15232577,34.755883,-92.640559
2006,AR,ORW,26019,34.755883,-92.640559
2006,AR,OTH,21865,34.755883,-92.640559
2006,AR,WWW,1689378,34.755883,-92.640559
2006,AZ,HPS,148552,34.255149,-111.62621
2006,AZ,WND,0,34.255149,-111.62621
2006,AZ,HYC,6792904,34.255149,-111.62621
2006,AZ,NUC,24012231,34.255149,-111.62621
2006,AZ,ORW,4264,34.255149,-111.62621
2006,AZ,WWW,8240,34.255149,-111.62621
2006,CA,GEO,12821434,36.531544,-119.586168
2006,CA,HPS,96137,36.531544,-119.586168
2006,CA,HYC,48047380,36.531544,-119.586168
2006,CA,NUC,31958621,36.531544,-119.586168
2006,CA,ORW,609563,36.531544,-119.586168
2006,CA,OTH,464076,36.531544,-119.586168
2006,CA,WND,4882801,36.531544,-119.586168
2006,CA,WWW,3422093,36.531544,-119.586168
2006,CO,HPS,-200502,38.996664,-105.547822
2006,CO,HYC,1791207,38.996664,-105.547822
2006,CO,ORW,30692,38.996664,-105.547822
2006,CO,OTH,0,38.996664,-105.547822
2006,CO,WND,865536,38.996664,-105.547822
2006,CO,WWW,0,38.996664,-105.547822
2006,CT,HPS,0,41.580163,-72.756629
2006,CT,WND,0,41.580163,-72.756629
2006,CT,HYC,543892,41.580163,-72.756629
2006,CT,NUC,16589446,41.580163,-72.756629
2006,CT,OTH,738599,41.580163,-72.756629
2006,CT,WWW,8544,41.580163,-72.756629
2006,DE,WND,0,38.978849,-75.46014
2006,FL,HYC,203422,27.97762,-81.769611
2006,FL,WND,0,27.97762,-81.769611
2006,FL,NUC,31426349,27.97762,-81.769611
2006,FL,ORW,526410,27.97762,-81.769611
2006,FL,OTH,3260670,27.97762,-81.769611
2006,FL,WWW,1978989,27.97762,-81.769611
2006,GA,HPS,-400343,32.53951,-83.380775
2006,GA,WND,0,32.53951,-83.380775
2006,GA,HYC,2568837,32.53951,-83.380775
2006,GA,NUC,32005810,32.53951,-83.380775
2006,GA,ORW,32090,32.53951,-83.380775
2006,GA,OTH,118177,32.53951,-83.380775
2006,GA,WWW,3362211,32.53951,-83.380775
2006,IA,HYC,909348,42.039943,-93.500069
2006,IA,NUC,5095442,42.039943,-93.500069
2006,IA,ORW,36628,42.039943,-93.500069
2006,IA,OTH,10426,42.039943,-93.500069
2006,IA,WND,2317849,42.039943,-93.500069
2006,ID,HYC,11242372,43.764877,-114.964267
2006,ID,OTH,72916,43.764877,-114.964267
2006,ID,WND,169617,43.764877,-114.964267
2006,ID,WWW,520340,43.764877,-114.964267
2006,IL,HYC,173272,40.265028,-89.191575
2006,IL,NUC,94154140,40.265028,-89.191575
2006,IL,ORW,12362,40.265028,-89.191575
2006,IL,OTH,38383,40.265028,-89.191575
2006,IL,WND,254571,40.265028,-89.191575
2006,IN,WND,0,39.904493,-86.250281
2006,IN,HYC,489515,39.904493,-86.250281
2006,IN,OTH,434976,39.904493,-86.250281
2006,KS,HYC,9649,38.500327,-98.380429
2006,KS,NUC,9350269,38.500327,-98.380429
2006,KS,WND,991890,38.500327,-98.380429
2006,KY,WND,0,37.696825,-84.924095
2006,KY,HYC,2591701,37.696825,-84.924095
2006,KY,ORW,1724,37.696825,-84.924095
2006,KY,OTH,21655,37.696825,-84.924095
2006,KY,WWW,369362,37.696825,-84.924095
2006,LA,HYC,713215,30.542601,-92.51441
2006,LA,WND,0,30.542601,-92.51441
2006,LA,NUC,16735448,30.542601,-92.51441
2006,LA,ORW,81433,30.542601,-92.51441
2006,LA,OTH,715493,30.542601,-92.51441
2006,LA,WWW,2880929,30.542601,-92.51441
2006,MA,HPS,-578898,42.358752,-71.531484
2006,MA,HYC,1512645,42.358752,-71.531484
2006,MA,WND,0,42.358752,-71.531484
2006,MA,NUC,5829658,42.358752,-71.531484
2006,MA,ORW,27442,42.358752,-71.531484
2006,MA,OTH,782279,42.358752,-71.531484
2006,MA,WWW,125258,42.358752,-71.531484
2006,MD,HYC,2104275,39.038828,-76.346717
2006,MD,NUC,13830411,39.038828,-76.346717
2006,MD,WND,0,39.038828,-76.346717
2006,MD,OTH,304635,39.038828,-76.346717
2006,MD,WWW,218066,39.038828,-76.346717
2006,ME,HYC,4278133,45.243327,-69.171071
2006,ME,WND,0,45.243327,-69.171071
2006,ME,ORW,48291,45.243327,-69.171071
2006,ME,OTH,356337,45.243327,-69.171071
2006,ME,WWW,3684618,45.243327,-69.171071
2006,MI,HPS,-1039210,43.924812,-84.633107
2006,MI,HYC,1520353,43.924812,-84.633107
2006,MI,NUC,29066165,43.924812,-84.633107
2006,MI,ORW,1743,43.924812,-84.633107
2006,MI,OTH,562522,43.924812,-84.633107
2006,MI,WND,2212,43.924812,-84.633107
2006,MI,WWW,1703524,43.924812,-84.633107
2006,MN,HYC,571730,46.63636,-94.579641
2006,MN,NUC,13183418,46.63636,-94.579641
2006,MN,ORW,2748,46.63636,-94.579641
2006,MN,OTH,298320,46.63636,-94.579641
2006,MN,WND,2054919,46.63636,-94.579641
2006,MN,WWW,589670,46.63636,-94.579641
2006,MO,HPS,47552,38.353141,-92.747022
2006,MO,HYC,199214,38.353141,-92.747022
2006,MO,NUC,10116660,38.353141,-92.747022
2006,MO,WND,0,38.353141,-92.747022
2006,MO,ORW,8680,38.353141,-92.747022
2006,MO,OTH,53800,38.353141,-92.747022
2006,MO,WWW,96,38.353141,-92.747022
2006,MS,NUC,10418586,32.921921,-89.687118
2006,MS,WND,0,32.921921,-89.687118
2006,MS,ORW,6480,32.921921,-89.687118
2006,MS,OTH,15565,32.921921,-89.687118
2006,MS,WWW,1534602,32.921921,-89.687118
2006,MT,HYC,10130161,47.001265,-109.645406
2006,MT,WND,435970,47.001265,-109.645406
2006,MT,WWW,94415,47.001265,-109.645406
2006,NC,HPS,131342,35.387362,-78.455056
2006,NC,WND,0,35.387362,-78.455056
2006,NC,HYC,3839012,35.387362,-78.455056
2006,NC,NUC,39963184,35.387362,-78.455056
2006,NC,ORW,3631,35.387362,-78.455056
2006,NC,OTH,319235,35.387362,-78.455056
2006,NC,WWW,1736565,35.387362,-78.455056
2006,ND,HYC,1521034,47.471495,-100.469096
2006,ND,ORW,3544,47.471495,-100.469096
2006,ND,WND,369485,47.471495,-100.469096
2006,NE,HYC,304205,41.499671,-99.810075
2006,NE,NUC,9002656,41.499671,-99.810075
2006,NE,ORW,14609,41.499671,-99.810075
2006,NE,WND,261247,41.499671,-99.810075
2006,NH,HYC,1528910,43.644386,-71.586283
2006,NH,WND,0,43.644386,-71.586283
2006,NH,NUC,9397856,43.644386,-71.586283
2006,NH,OTH,59317,43.644386,-71.586283
2006,NH,WWW,589981,43.644386,-71.586283
2006,NJ,HPS,-298601,39.66502,-74.738208
2006,NJ,HYC,35436,39.66502,-74.738208
2006,NJ,NUC,32567885,39.66502,-74.738208
2006,NJ,ORW,97548,39.66502,-74.738208
2006,NJ,OTH,568552,39.66502,-74.738208
2006,NJ,WND,15991,39.66502,-74.738208
2006,NM,HYC,198211,34.498624,-106.108278
2006,NM,ORW,21885,34.498624,-106.108278
2006,NM,WND,1255436,34.498624,-106.108278
2006,NV,GEO,1343711,39.440688,-116.598569
2006,NV,WND,1343711,39.440688,-116.598569
2006,NV,HYC,2057626,39.440688,-116.598569
2006,NY,HPS,-756156,43.408777,-74.871618
2006,NY,HYC,27344655,43.408777,-74.871618
2006,NY,NUC,42223899,43.408777,-74.871618
2006,NY,ORW,9631,43.408777,-74.871618
2006,NY,OTH,976637,43.408777,-74.871618
2006,NY,WND,655371,43.408777,-74.871618
2006,NY,WWW,521830,43.408777,-74.871618
2006,OH,HYC,631936,40.262259,-82.883453
2006,OH,NUC,16846939,40.262259,-82.883453
2006,OH,ORW,10469,40.262259,-82.883453
2006,OH,OTH,2805,40.262259,-82.883453
2006,OH,WND,14401,40.262259,-82.883453
2006,OH,WWW,410093,40.262259,-82.883453
2006,OK,HPS,-116473,35.455622,-97.508021
2006,OK,HYC,623579,35.455622,-97.508021
2006,OK,OTH,5445,35.455622,-97.508021
2006,OK,WND,1712441,35.455622,-97.508021
2006,OK,WWW,297283,35.455622,-97.508021
2006,OR,HYC,37850297,43.854178,-120.526709
2006,OR,ORW,27773,43.854178,-120.526709
2006,OR,OTH,40320,43.854178,-120.526709
2006,OR,WND,931219,43.854178,-120.526709
2006,OR,WWW,798793,43.854178,-120.526709
2006,PA,HPS,-698177,40.860198,-77.838617
2006,PA,HYC,2844142,40.860198,-77.838617
2006,PA,NUC,75297632,40.860198,-77.838617
2006,PA,ORW,17768,40.860198,-77.838617
2006,PA,OTH,722532,40.860198,-77.838617
2006,PA,WND,361108,40.860198,-77.838617
2006,PA,WWW,683130,40.860198,-77.838617
2006,RI,WND,0,41.587536,-71.514739
2006,RI,HYC,5909,41.587536,-71.514739
2006,SC,HPS,-1119899,33.702857,-80.627523
2006,SC,HYC,1806948,33.702857,-80.627523
2006,SC,WND,0,33.702857,-80.627523
2006,SC,NUC,50797372,33.702857,-80.627523
2006,SC,OTH,94908,33.702857,-80.627523
2006,SC,WWW,1804384,33.702857,-80.627523
2006,SD,HYC,3986014,44.470716,-100.229958
2006,SD,OTH,57,44.470716,-100.229958
2006,SD,WND,148965,44.470716,-100.229958
2006,TN,HPS,-667540,35.820245,-86.343764
2006,TN,HYC,7748650,35.820245,-86.343764
2006,TN,NUC,24678777,35.820245,-86.343764
2006,TN,ORW,34508,35.820245,-86.343764
2006,TN,OTH,4637,35.820245,-86.343764
2006,TN,WND,54598,35.820245,-86.343764
2006,TN,WWW,697819,35.820245,-86.343764
2006,TX,HYC,661971,31.030974,-98.326329
2006,TX,NUC,41264278,31.030974,-98.326329
2006,TX,ORW,36888,31.030974,-98.326329
2006,TX,OTH,989209,31.030974,-98.326329
2006,TX,WND,6670515,31.030974,-98.326329
2006,TX,WWW,892044,31.030974,-98.326329
2006,UT,GEO,190608,39.098999,-111.878816
2006,UT,WND,0,39.098999,-111.878816
2006,UT,HYC,746783,39.098999,-111.878816
2006,UT,OTH,4838,39.098999,-111.878816
2006,VA,HPS,-1167444,37.73086,-78.376655
2006,VA,HYC,1351194,37.73086,-78.376655
2006,VA,WND,0,37.73086,-78.376655
2006,VA,NUC,27593516,37.73086,-78.376655
2006,VA,ORW,16578,37.73086,-78.376655
2006,VA,OTH,491019,37.73086,-78.376655
2006,VA,WWW,1780044,37.73086,-78.376655
2006,VT,HYC,1518665,44.211857,-72.681238
2006,VT,NUC,5106523,44.211857,-72.681238
2006,VT,WND,10688,44.211857,-72.681238
2006,VT,WWW,439222,44.211857,-72.681238
2006,WA,HPS,47099,47.372269,-120.59234
2006,WA,HYC,82007629,47.372269,-120.59234
2006,WA,NUC,9328277,47.372269,-120.59234
2006,WA,ORW,18517,47.372269,-120.59234
2006,WA,OTH,62185,47.372269,-120.59234
2006,WA,WND,1037651,47.372269,-120.59234
2006,WA,WWW,1281187,47.372269,-120.59234
2006,WI,HYC,1678599,44.356004,-89.466198
2006,WI,NUC,12233515,44.356004,-89.466198
2006,WI,ORW,15506,44.356004,-89.466198
2006,WI,OTH,109949,44.356004,-89.466198
2006,WI,WND,101376,44.356004,-89.466198
2006,WI,WWW,773864,44.356004,-89.466198
2006,WV,HYC,1572433,38.720281,-80.649428
2006,WV,ORW,296,38.720281,-80.649428
2006,WV,OTH,6478,38.720281,-80.649428
2006,WV,WND,173757,38.720281,-80.649428
2006,WV,WWW,0,38.720281,-80.649428
2006,WY,HYC,843316,43.001645,-107.55153
2006,WY,OTH,49032,43.001645,-107.55153
2006,WY,WND,759061,43.001645,-107.55153